mean,median,max,min,var,std,q1,q3
12464.24140950456,13613.0,81652.0,1.0,59866714.95425432,7737.358396394361,4862.0,18000.0
0.8480909735812535,1.0,1.0,0.0,0.12883278013581886,0.3589328351318933,1.0,1.0
1.813448361563695,2.0,3.0,0.0,1.0214677509024561,1.0106768775936532,1.0,3.0
16639.43678412538,302.0,1428320840.0,10.0,13855812112156.984,3722339.601938139,70.0,1416.0
27625984.915977985,1008838.5,13541376169.0,0.0,2.2385053707137588e+16,149616355.0790407,43370.25,9173816.5
7321915.927036133,69957.5,12009545928.0,0.0,8351479126787136.0,91386427.47578622,10536.0,351560.5
