cluster1,cluster2,mean1,var1,mean2,var2,anova_pvalue,ttest_pvalue
0.0,1.0,0.5457779210773408,0.0035291924533858974,0.781290080294268,0.0031922296248148856,0.0,0.0
0.0,2.0,0.5457779210773408,0.0035291924533858974,0.06111022309031174,0.015494444430489047,0.0,0.0
0.0,3.0,0.5457779210773408,0.0035291924533858974,0.6720875275441722,0.0016322633544154593,0.0,0.0
1.0,2.0,0.781290080294268,0.0031922296248148856,0.06111022309031174,0.015494444430489047,0.0,0.0
1.0,3.0,0.781290080294268,0.0031922296248148856,0.6720875275441722,0.0016322633544154593,0.0,0.0
2.0,3.0,0.06111022309031174,0.015494444430489047,0.6720875275441722,0.0016322633544154593,0.0,0.0
