threshold,silhouette_score
0.01,0.32166091011821873
0.02,0.5050491258162406
0.03,0.4531009468808899
0.04,0.49635524337304976
0.05,0.5378018168334221
0.060000000000000005,0.523750326106384
0.06999999999999999,0.501145873694098
0.08,0.5016496509007851
0.09,0.5970243962964564
0.09999999999999999,0.5274301692998984
