cluster1,cluster2,mean1,var1,mean2,var2,anova_pvalue,ttest_pvalue
0.0,1.0,0.677467148709543,0.0043662251826440705,0.8699506378985233,0.0010249750655799217,0.0,0.0
0.0,2.0,0.677467148709543,0.0043662251826440705,0.054341285615052866,0.014276521224644248,0.0,0.0
0.0,3.0,0.677467148709543,0.0043662251826440705,0.7960441640826874,0.0012739865023407434,0.0,0.0
1.0,2.0,0.8699506378985233,0.0010249750655799217,0.054341285615052866,0.014276521224644248,0.0,0.0
1.0,3.0,0.8699506378985233,0.0010249750655799217,0.7960441640826874,0.0012739865023407434,0.0,0.0
2.0,3.0,0.054341285615052866,0.014276521224644248,0.7960441640826874,0.0012739865023407434,0.0,0.0
