threshold,silhouette_score
0.1,0.4132641528639046
0.11,0.29454182125305955
0.12,0.43403310040086196
0.13,0.3774407334873599
0.13999999999999999,0.4475142933958515
0.14999999999999997,0.3655811957441061
0.15999999999999998,0.4646369547505069
0.16999999999999998,0.37447013374868227
0.17999999999999997,0.40090720954095843
0.18999999999999995,0.44621590356140084
0.19999999999999996,0.43521757563696817
